message,label
clear,Non-Toxic
rush em,Non-Toxic
ARTY HELP,Non-Toxic
arty?,Non-Toxic
nice,Non-Toxic
gg,Non-Toxic
"hi guys , what is your ping ?",Non-Toxic
45,Non-Toxic
Leo?!,Non-Toxic
omg,Non-Toxic
***,Non-Toxic
gg,Non-Toxic
amx go kill this fucking afh,Non-Toxic
nice arty support,Non-Toxic
wow,Non-Toxic
if you just did that 5min ago,Non-Toxic
nice,Non-Toxic
G.W. Tiger P hit me,Non-Toxic
go go go,Non-Toxic
G.W. Tiger P hit me,Non-Toxic
cool,Non-Toxic
nice,Non-Toxic
ahah,Non-Toxic
cool team)),Non-Toxic
t 34 all game like at)),Non-Toxic
no report all mause,Non-Toxic
hit for today Martika _ Toy soldiers :&gt;,Non-Toxic
move,Non-Toxic
tank new firs war,Non-Toxic
why :D,Non-Toxic
ı lıke camp,Non-Toxic
super team,Non-Toxic
sweet,Non-Toxic
that scout was actually good player,Non-Toxic
wow 3 marked IS 3II,Non-Toxic
sexy,Non-Toxic
lets win hill,Non-Toxic
LOL,Non-Toxic
gg,Non-Toxic
GG,Non-Toxic
where is SU ?,Non-Toxic
super !!!,Non-Toxic
hide lower plate his pen is shit,Non-Toxic
play not,Non-Toxic
just cap,Non-Toxic
leo push,Non-Toxic
together atack ok,Non-Toxic
go tnh,Non-Toxic
time to shit or get off the pot Steyr,Non-Toxic
im a shitter,Non-Toxic
holy shit,Non-Toxic
world of premiums^^,Non-Toxic
yea,Non-Toxic
why is that funny ?,Non-Toxic
its a derb gun,Non-Toxic
and u can boost xd,Non-Toxic
derp?,Non-Toxic
basically a rocket kv2,Non-Toxic
it pens my turret at the front lol,Non-Toxic
225 on hesh,Non-Toxic
dont need more at t8,Non-Toxic
pls give me 6 kills,Non-Toxic
Fallback or die.,Non-Toxic
not for the heavy line,Non-Toxic
amx on our base,Non-Toxic
omg,Non-Toxic
no signle shot,Non-Toxic
bro !!,Non-Toxic
cap,Non-Toxic
all shoot bounce !,Non-Toxic
how much the amx,Non-Toxic
toll,Non-Toxic
both,Non-Toxic
onm 1 clip,Non-Toxic
tank leo he nhas 360,Non-Toxic
cobra on rld,Non-Toxic
1 kill plsw :(,Non-Toxic
uff,Non-Toxic
cs ..other way,Non-Toxic
take shot,Non-Toxic
PTA!!!,Non-Toxic
gg,Non-Toxic
gj,Non-Toxic
gg,Non-Toxic
nt,Non-Toxic
fucking autoloader,Non-Toxic
i have a shit game,Non-Toxic
no u r smart as fuck lol,Non-Toxic
Grile???,Non-Toxic
E4 wtf,Non-Toxic
top shot,Non-Toxic
Im Spotted at H0!,Non-Toxic
"gregohri1980 (Centurion 7/1), you are blocking my target!",Non-Toxic
Im Spotted at K0!,Non-Toxic
Im Spotted at K8!,Non-Toxic
Im Spotted at E7!,Non-Toxic
Im Spotted at E7!,Non-Toxic
Im Spotted at G4!,Non-Toxic
Im Spotted at D3!,Non-Toxic
Im Spotted at K1!,Non-Toxic
Im Spotted at D3!,Non-Toxic
Im Spotted at A5!,Non-Toxic
Im Spotted at D6!,Non-Toxic
no time to cap need to kill,Non-Toxic
no fucking comment,Non-Toxic
gl,Non-Toxic
tx,Non-Toxic
u2,Non-Toxic
them,Non-Toxic
care :D,Non-Toxic
go mid,Non-Toxic
its faster,Non-Toxic
ltg plis spot art,Non-Toxic
eh,Non-Toxic
is you have hp,Non-Toxic
sptoed,Non-Toxic
ill secure the cap,Non-Toxic
"pompey73[BAG-O] (T-832), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
slawa ukraine!!!,Non-Toxic
nice:),Non-Toxic
centriun :D,Non-Toxic
elc,Non-Toxic
look mini map,Non-Toxic
hahaha,Non-Toxic
:,Non-Toxic
:D,Non-Toxic
arty go for bling on challenger,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gfucke,Non-Toxic
Засвет в квадрате A5!!!,Non-Toxic
go,Non-Toxic
go,Non-Toxic
gg,Non-Toxic
nice,Non-Toxic
t54,Non-Toxic
**** ... sorry,Non-Toxic
getting gready,Non-Toxic
spot,Non-Toxic
blind shot pls,Non-Toxic
is go try,Non-Toxic
nice,Non-Toxic
t54,Non-Toxic
**** ... sorry,Non-Toxic
getting gready,Non-Toxic
spot,Non-Toxic
blind shot pls,Non-Toxic
is go try,Non-Toxic
:D,Non-Toxic
Im Spotted at C1!,Non-Toxic
gg,Non-Toxic
rhm fire AP or HEAT,Non-Toxic
plz,Non-Toxic
i will spot your back side if you hold 1/2,Non-Toxic
gg,Non-Toxic
nice,Non-Toxic
票亮,Non-Toxic
268/4还黑枪???,Non-Toxic
别蹲了,Non-Toxic
带带节奏啊,Non-Toxic
I am spotted at E4!,Non-Toxic
票亮,Non-Toxic
I am spotted at D4!,Non-Toxic
m41..are you spotted?,Non-Toxic
isu back up,Non-Toxic
t34,Non-Toxic
t34 dC? so qiet?,Non-Toxic
hill,Non-Toxic
cap,Non-Toxic
progeto spot,Non-Toxic
LOOOOL,Non-Toxic
/=$ XDDDD,Non-Toxic
play of the year,Non-Toxic
704,Non-Toxic
gg,Non-Toxic
pog,Non-Toxic
bro,Non-Toxic
hello youtube,Non-Toxic
XDDDDDD,Non-Toxic
"progetto, proxy spot t54",Non-Toxic
shptk,Non-Toxic
damn :/,Non-Toxic
really?,Non-Toxic
"tier 8,9??????????",Non-Toxic
map?????,Non-Toxic
omg,Non-Toxic
please don;‘t block,Non-Toxic
wp idiots mid lost lost game,Non-Toxic
t54?,Non-Toxic
report them,Non-Toxic
"Heilige Einfachheit, bewege dich",Non-Toxic
T54 afk?????????,Non-Toxic
ye,Non-Toxic
gg,Non-Toxic
wp bz,Non-Toxic
gg,Non-Toxic
GG,Non-Toxic
:)|,Non-Toxic
бля чудом,Non-Toxic
da,Non-Toxic
kolobanov?,Non-Toxic
харош все равно!,Non-Toxic
glad i killed the lef lol i wanted him,Non-Toxic
RUSH,Non-Toxic
you are not alone!!!!!!!,Non-Toxic
are my sheels going,Non-Toxic
OMG,Non-Toxic
sr,Non-Toxic
thats it,Non-Toxic
sorry,Non-Toxic
\help me,Non-Toxic
solo,Non-Toxic
репорт,Non-Toxic
\OMG,Non-Toxic
THIS RNG,Non-Toxic
here he can be 2,Non-Toxic
great position,Non-Toxic
omg,Non-Toxic
og,Non-Toxic
omg,Non-Toxic
wgun,Non-Toxic
accuracy,Non-Toxic
World -f Nurlesques,Non-Toxic
as,Non-Toxic
this is called frrenchcore?,Non-Toxic
im late to take the pos,Non-Toxic
push,Non-Toxic
сука 95,Non-Toxic
I‘ve been spotted in F4!,Non-Toxic
257 бан киньте,Non-Toxic
мне гуслю онули я успевавл выехать,Non-Toxic
gooo,Non-Toxic
pls shoot this,Non-Toxic
WWWWWWWWWWWWWWWWWWW,Non-Toxic
DIO,Non-Toxic
XD,Non-Toxic
\fucking art,Non-Toxic
report all,Non-Toxic
sry,Non-Toxic
fast cap,Non-Toxic
next time help me to cap,Non-Toxic
haha,Non-Toxic
next time dont cap,Non-Toxic
90% chance you will loose,Non-Toxic
you win this bro,Non-Toxic
gg,Non-Toxic
meds,Non-Toxic
okay,Non-Toxic
nice defend mode,Non-Toxic
UDES reported,Non-Toxic
Kunze REPORTED!,Non-Toxic
cdc‘s troll,Non-Toxic
BASE DEV,Non-Toxic
done,Non-Toxic
heavy for nothing,Non-Toxic
wait,Non-Toxic
you have full hp mle,Non-Toxic
9 kills,Non-Toxic
never mind,Non-Toxic
gj,Non-Toxic
no time,Non-Toxic
we have to keep distance,Non-Toxic
char come,Non-Toxic
yup cap is best option,Non-Toxic
or arty te,Non-Toxic
fast,Non-Toxic
come someone,Non-Toxic
i dont have enough time allone,Non-Toxic
eZ,Non-Toxic
fast arty,Non-Toxic
they cant come back,Non-Toxic
its win,Non-Toxic
gg,Non-Toxic
nice,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
lol xD,Non-Toxic
hi gl and hf,Non-Toxic
u2,Non-Toxic
J6?,Non-Toxic
someone,Non-Toxic
u2,Non-Toxic
spoit,Non-Toxic
gg,Non-Toxic
blindfire F5 bush guys,Non-Toxic
Засвет в квадрате H9!!!,Non-Toxic
Засвет в квадрате H8!!!,Non-Toxic
Засвет в квадрате H8!!!,Non-Toxic
Засвет в квадрате H9!!!,Non-Toxic
Засвет в квадрате H9!!!,Non-Toxic
Засвет в квадрате H8!!!,Non-Toxic
Засвет в квадрате D7!!!,Non-Toxic
Засвет в квадрате D3!!!,Non-Toxic
az igen,Non-Toxic
igyekszem,Non-Toxic
gj,Non-Toxic
szép,Non-Toxic
grat,Non-Toxic
thx IS-7,Non-Toxic
ten k,Non-Toxic
Fucking mesh,Non-Toxic
Засвет в квадрате D0!!!,Non-Toxic
ez 4k dmg,Non-Toxic
or what,Non-Toxic
lag,Non-Toxic
why do guys push river rd early,Non-Toxic
:/,Non-Toxic
704,Non-Toxic
banda zmrdú,Non-Toxic
lorrain arty at K1,Non-Toxic
gg,Non-Toxic
Farm life,Non-Toxic
CS MOVE IN,Non-Toxic
gg,Non-Toxic
come,Non-Toxic
gg,Non-Toxic
pls 1 kill,Non-Toxic
"stay at spawn, fuck em",Non-Toxic
hello,Non-Toxic
wtf,Non-Toxic
lololol,Non-Toxic
just like sea tutles hatching,Non-Toxic
We need more north\,Non-Toxic
Emil Help‘?,Non-Toxic
ty,Non-Toxic
they need some muscle,Non-Toxic
fight,Non-Toxic
Don‘t get cocky,Non-Toxic
gg,Non-Toxic
T26E4 - do you know what you are doing?,Non-Toxic
yes,Non-Toxic
I suggest that you don‘t,Non-Toxic
all tanks behind you are TDs - so let them attack,Non-Toxic
prgett,Non-Toxic
Meds with identity issues...,Non-Toxic
oh dear,Non-Toxic
push Iine 0NE,Non-Toxic
TDs don‘t push,Non-Toxic
VK 75 ***,Non-Toxic
G000,Non-Toxic
VK 75,Non-Toxic
G00,Non-Toxic
G00 G0 G0,Non-Toxic
wahay,Non-Toxic
vk,Non-Toxic
***,Non-Toxic
m00ve,Non-Toxic
first target of the battle,Non-Toxic
strv,Non-Toxic
G00,Non-Toxic
strv m00ve t00,Non-Toxic
shh,Non-Toxic
strv,Non-Toxic
***,Non-Toxic
bye bye,Non-Toxic
0mg,Non-Toxic
wow wow wow,Non-Toxic
h8,Non-Toxic
F6,Non-Toxic
G2,Non-Toxic
camera,Non-Toxic
g2,Non-Toxic
自走砲っている必要ある?,Non-Toxic
k3,Non-Toxic
自走砲はあくまでも支援砲撃,Non-Toxic
戦車じゃない,Non-Toxic
push,Non-Toxic
sure does seems like not enough to play good,Non-Toxic
no idea where he is going on his own ‘,Non-Toxic
ᅮᅢᅢᅲ,Non-Toxic
u cant have many shells left m10 sorry i failed,Non-Toxic
gg,Non-Toxic
good,Non-Toxic
topgun coming for m10,Non-Toxic
gg,Non-Toxic
10 x10 sux,Non-Toxic
yep,Non-Toxic
on asia server still 10 x10 1000 players wtf,Non-Toxic
t1 heavy is a useless ***,Non-Toxic
why camp,Non-Toxic
no idea where he is going on his own ‘,Non-Toxic
ᅮᅢᅢᅲ,Non-Toxic
u cant have many shells left m10 sorry i failed,Non-Toxic
gg,Non-Toxic
good,Non-Toxic
topgun coming for m10,Non-Toxic
gg,Non-Toxic
all good?,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
hf hf,Non-Toxic
all fine?,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
yes,Non-Toxic
Back off Conq,Non-Toxic
No,Non-Toxic
Now,Non-Toxic
Stop it,Non-Toxic
Арта (M53/M55) отстрелялась! По мне :(,Non-Toxic
howdy,Non-Toxic
hi,Non-Toxic
gg,Non-Toxic
:),Non-Toxic
gg TD s,Non-Toxic
no pen kran,Non-Toxic
gg,Non-Toxic
thanks,Non-Toxic
do you have turbo on the Hori?,Non-Toxic
where is the cen,Non-Toxic
1 hp lol,Non-Toxic
gg,Non-Toxic
nice gg‘,Non-Toxic
gg,Non-Toxic
thx bourasque,Non-Toxic
ČURÁCI,Non-Toxic
gg,Non-Toxic
hill better hurry up!!!,Non-Toxic
hill is the only winning play anyway,Non-Toxic
where is the scout,Non-Toxic
ssssssssssssss,Non-Toxic
up there,Non-Toxic
don‘t seem to be winning,Non-Toxic
pretty even hang tough,Non-Toxic
wish we had a scou,Non-Toxic
t,Non-Toxic
ns,Non-Toxic
4 shells left,Non-Toxic
go on g3 and kill arty,Non-Toxic
looooooooooool,Non-Toxic
hahahah,Non-Toxic
same time we go,Non-Toxic
gl,Non-Toxic
i am going oin 10 sec,Non-Toxic
come with me,Non-Toxic
stay behind me,Non-Toxic
gg,Non-Toxic
fuckin hard,Non-Toxic
lemming train cs fall back,Non-Toxic
nvm,Non-Toxic
cs time to move in‘,Non-Toxic
push,Non-Toxic
use arties,Non-Toxic
arty take out strv,Non-Toxic
alitte late,Non-Toxic
go to a1 fast,Non-Toxic
why ai?,Non-Toxic
if they cap?,Non-Toxic
so when he teamkill me he gona get 30days ban :),Non-Toxic
unless he rushes on our arty,Non-Toxic
not in trees?,Non-Toxic
do shot,Non-Toxic
shoot reload and shooot,Non-Toxic
arty carry cmmon,Non-Toxic
gg,Non-Toxic
"he cant bro , he gets one shoot",Non-Toxic
i mean a lucky shoot,Non-Toxic
nice,Non-Toxic
pls wait,Non-Toxic
gg,Non-Toxic
report,Non-Toxic
wwait,Non-Toxic
nice one arty,Non-Toxic
gg,Non-Toxic
report this lorr 40t,Non-Toxic
report arty,Non-Toxic
4x report 274 a,Non-Toxic
report,Non-Toxic
report cavalier,Non-Toxic
GL Team,Non-Toxic
u2,Non-Toxic
kemper hevy,Non-Toxic
manticore stay,Non-Toxic
260 gg,Non-Toxic
kemper,Non-Toxic
at least i‘m spotting,Non-Toxic
lose kemper hevy,Non-Toxic
does it on purpose,Non-Toxic
szpott,Non-Toxic
no hes a paid actor,Non-Toxic
gj ^^,Non-Toxic
ok,Non-Toxic
Арта (Grille) отстрелялась! По мне :(,Non-Toxic
spot,Non-Toxic
spot guys i cover yu,Non-Toxic
go,Non-Toxic
поиогитеееее,Non-Toxic
я упал,Non-Toxic
помогитееееееееееее,Non-Toxic
back off,Non-Toxic
hope I dont run out of standard rounds,Non-Toxic
tornvagn did highest roll on me in history of that tank,Non-Toxic
good joib Foch,Non-Toxic
wooooooo,Non-Toxic
lucky bugger,Non-Toxic
such a good team,Non-Toxic
good job guys,Non-Toxic
he have -1 kill,Non-Toxic
dont worry just win,Non-Toxic
"i knew that if they stun you they get blue, thought it also gives assist/kill credit",Non-Toxic
just play,Non-Toxic
Kille the Grille?,Non-Toxic
gomfoch,Non-Toxic
foch hes up,Non-Toxic
ty,Non-Toxic
NICE,Non-Toxic
please let‘s take the middle,Non-Toxic
is5,Non-Toxic
on red line,Non-Toxic
is5,Non-Toxic
is5 camping,Non-Toxic
jiro here,Non-Toxic
i think beach is cleAR,Non-Toxic
nooooo,Non-Toxic
is5,Non-Toxic
ltg,Non-Toxic
kurva anyadat,Non-Toxic
rak vitte volna el,Non-Toxic
ltg,Non-Toxic
pls right side!!,Non-Toxic
gg,Non-Toxic
its still the old map ?,Non-Toxic
yep,Non-Toxic
gooo,Non-Toxic
rhm,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
stock tank but looks like a ace :X,Non-Toxic
g,Non-Toxic
gg,Non-Toxic
u ok?,Non-Toxic
is6 wth????,Non-Toxic
fight him,Non-Toxic
this team,Non-Toxic
ready to die,Non-Toxic
\2 artyt,Non-Toxic
here,Non-Toxic
srg,Non-Toxic
spg,Non-Toxic
back,Non-Toxic
dude do not die for this fong,Non-Toxic
\2 artyt,Non-Toxic
here,Non-Toxic
srg,Non-Toxic
spg,Non-Toxic
back,Non-Toxic
ping arty direction,Non-Toxic
all in bushes?,Non-Toxic
just wait,Non-Toxic
y,Non-Toxic
arty,Non-Toxic
pls kill,Non-Toxic
gooooodd,Non-Toxic
меняй место,Non-Toxic
top,Non-Toxic
все крутот,Non-Toxic
только по открытой месности не едь,Non-Toxic
gg,Non-Toxic
yep,Non-Toxic
ок,Non-Toxic
klicker,Non-Toxic
arty,Non-Toxic
arty,Non-Toxic
BT-7 spot in Town,Non-Toxic
need spot,Non-Toxic
arty,Non-Toxic
how could you kill 5 enemies?,Non-Toxic
pls,Non-Toxic
gg,Non-Toxic
gl,Non-Toxic
Im Spotted at F2!,Non-Toxic
Im Spotted at F2!,Non-Toxic
Im Spotted at E2!,Non-Toxic
Im Spotted at E2!,Non-Toxic
Im Spotted at G3!,Non-Toxic
Im Spotted at F4!,Non-Toxic
Im Spotted at E2!,Non-Toxic
Im Spotted at B3!,Non-Toxic
Im Spotted at B7!,Non-Toxic
gg ebr,Non-Toxic
kill s.conq,Non-Toxic
gg team,Non-Toxic
nice rush,Non-Toxic
gg,Non-Toxic
lol gold tanks,Non-Toxic
nice,Non-Toxic
fucking hell that was lucky of him,Non-Toxic
plz,Non-Toxic
gg,Non-Toxic
go go,Non-Toxic
gjt,Non-Toxic
oh nice...,Non-Toxic
and they die sucking,Non-Toxic
THAT WILL NEVER HAPPEN AGAIN,Non-Toxic
I WILL BE DOING WHAT A SNIPER DOS SIT IN THE BACK,Non-Toxic
really depends on your tank. yours inparticualar is a sniper tank. as is the indian pz,Non-Toxic
the 7 rocks,Non-Toxic
have 5 aces so far,Non-Toxic
st enil was last spotted here,Non-Toxic
kk,Non-Toxic
gg,Non-Toxic
10 kill,Non-Toxic
whre is he?,Non-Toxic
think,Non-Toxic
load HE,Non-Toxic
wd,Non-Toxic
its good ts-54?,Non-Toxic
no,Non-Toxic
help spot here,Non-Toxic
t95,Non-Toxic
cover Spotter,Non-Toxic
grille15,Non-Toxic
obj push,Non-Toxic
no OBJ Cover,Non-Toxic
All A3,Non-Toxic
in the bushes,Non-Toxic
i cant go further,Non-Toxic
push obj,Non-Toxic
all Bastard camper A3,Non-Toxic
on my mark,Non-Toxic
just take draw,Non-Toxic
^^,Non-Toxic
easy win,Non-Toxic
yeah,Non-Toxic
don‘t let these campers farm dmg,Non-Toxic
play safe,Non-Toxic
gg,Non-Toxic
report my average on this tier is 5.5k and you guys,Non-Toxic
reported,Non-Toxic
EBR REPORT,Non-Toxic
sure,Non-Toxic
for whatw,Non-Toxic
losing side of cause,Non-Toxic
f camper,Non-Toxic
sleep?4‘,Non-Toxic
awsome,Non-Toxic
let shoot Hori... 9900 dmh curently,Non-Toxic
i spotted,Non-Toxic
cap,Non-Toxic
force em to come,Non-Toxic
gg,Non-Toxic
full stock,Non-Toxic
lemming up that valley FFS,Non-Toxic
"I appear to be spotted, arty already hit me",Non-Toxic
tog push,Non-Toxic
go go,Non-Toxic
dude,Non-Toxic
push,Non-Toxic
u have hp,Non-Toxic
use yer hp tog a log,Non-Toxic
bia,Non-Toxic
ty,Non-Toxic
epic game for me :D,Non-Toxic
both arer damaged in city,Non-Toxic
everyone says never push the valley,Non-Toxic
why?,Non-Toxic
i had the shot,Non-Toxic
told u to back up,Non-Toxic
"sorry, I drive my tank, you do the same",Non-Toxic
had to stay in the fight,Non-Toxic
omg,Non-Toxic
arty ?,Non-Toxic
gg,Non-Toxic
hilll,Non-Toxic
una scimmia mi ha spottato in G1!,Non-Toxic
una scimmia mi ha spottato in G1!,Non-Toxic
lkol7,Non-Toxic
una scimmia mi ha spottato in D7!,Non-Toxic
una scimmia mi ha spottato in B5!,Non-Toxic
i have binoculars,Non-Toxic
i see until there,Non-Toxic
gg,Non-Toxic
BAM got em,Non-Toxic
ty,Non-Toxic
um where did our heavies in the west?,Non-Toxic
Because that is where they wanted to go,Non-Toxic
gen x &amp; Z?,Non-Toxic
yes you were,Non-Toxic
that always works,Non-Toxic
:P,Non-Toxic
nice try friggin,Non-Toxic
"for my sins, i‘ll scoutD4",Non-Toxic
"for my sins, i play the b1",Non-Toxic
lil,Non-Toxic
lol,Non-Toxic
for my sins i play wot,Non-Toxic
lmao,Non-Toxic
LMAO,Non-Toxic
GG,Non-Toxic
please to t34 85 blocked me and got my commander killed,Non-Toxic
he took all my health at start,Non-Toxic
hallooo,Non-Toxic
we go mid,Non-Toxic
helllouuu,Non-Toxic
heyheyhey,Non-Toxic
rush b,Non-Toxic
.i.,Non-Toxic
T 67 we go togethger,Non-Toxic
Ho-n getting a sun tan on the beach,Non-Toxic
free kills,Non-Toxic
yeah great game.,Non-Toxic
Imagine driving around the entire map for 11 min. And getting 1 shot.,Non-Toxic
свет,Non-Toxic
гору,Non-Toxic
да,Non-Toxic
someone destroy the fucking arty,Non-Toxic
gg for me,Non-Toxic
gg,Non-Toxic
wtf,Non-Toxic
lo amo,Non-Toxic
gg,Non-Toxic
report BZ,Non-Toxic
su here,Non-Toxic
gg,Non-Toxic
sae debikle,Non-Toxic
gg,Non-Toxic
HAHHA,Non-Toxic
go spot,Non-Toxic
ok,Non-Toxic
ebr spot ??????????,Non-Toxic
ebr,Non-Toxic
rep ebr,Non-Toxic
6 apcr and 4 he :/,Non-Toxic
and push leo,Non-Toxic
5 apcr left,Non-Toxic
704,Non-Toxic
9.3k,Non-Toxic
nice,Non-Toxic
good,Non-Toxic
rng,Non-Toxic
xd,Non-Toxic
:(,Non-Toxic
eh,Non-Toxic
GG,Non-Toxic
fucking enemy arty in A2,Non-Toxic
yeaa sure from that little doors :D,Non-Toxic
omg,Non-Toxic
Засвет в квадрате B6!!!,Non-Toxic
\nooo,Non-Toxic
gg,Non-Toxic
ggwp,Non-Toxic
camo,Non-Toxic
vedel som ze pehra,Non-Toxic
GG,Non-Toxic
finally fucked the Char Futur 4,Non-Toxic
No. He just hated this map more than even me.,Non-Toxic
i hate a lot of maps,Non-Toxic
dont play a light tank if you‘re not going to scout,Non-Toxic
fing mediums and l;ights,Non-Toxic
behind!,Non-Toxic
-.-,Non-Toxic
gg,Non-Toxic
where,Non-Toxic
CAPx3,Non-Toxic
dont chase,Non-Toxic
cap x 3,Non-Toxic
GG,Non-Toxic
hows ts54,Non-Toxic
looks fun,Non-Toxic
first good game,Non-Toxic
it is good,Non-Toxic
where,Non-Toxic
WHERE,Non-Toxic
?????,Non-Toxic
and go to cap like i said,Non-Toxic
right,Non-Toxic
the very long route,Non-Toxic
noew you will be dead,Non-Toxic
Correct,Non-Toxic
gj team,Non-Toxic
push,Non-Toxic
gg heavies,Non-Toxic
pls dont lose,Non-Toxic
arty there,Non-Toxic
cap,Non-Toxic
get on cap now,Non-Toxic
together,Non-Toxic
yes together,Non-Toxic
back VK,Non-Toxic
omgi hope you dont lose guys,Non-Toxic
nice,Non-Toxic
t-34 move,Non-Toxic
i dont have the view range to spot for ya,Non-Toxic
im creat cross fire you dumb fucker in arta,Non-Toxic
we tale K0 no fucking aorund,Non-Toxic
thx,Non-Toxic
this,Non-Toxic
I swear to god,Non-Toxic
g o t57,Non-Toxic
cap?,Non-Toxic
holy fuck man,Non-Toxic
srry,Non-Toxic
gl hf u all :D,Non-Toxic
omg,Non-Toxic
?,Non-Toxic
not alone,Non-Toxic
xD,Non-Toxic
wtf is this,Non-Toxic
oh,Non-Toxic
"10 kills for ulit, carries",Non-Toxic
THX!!!!!!!,Non-Toxic
gg,Non-Toxic
gl v tiers,Non-Toxic
leopard,Non-Toxic
momgol leo,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
thx,Non-Toxic
gj,Non-Toxic
thx gg,Non-Toxic
ARTY??? SLEPP WELL?,Non-Toxic
11 kills,Non-Toxic
gg,Non-Toxic
gj,Non-Toxic
арта твоя,Non-Toxic
lmao my armour is fucking worthless,Non-Toxic
fuck wrong tank....,Non-Toxic
report him,Non-Toxic
i kill it,Non-Toxic
arta you kill,Non-Toxic
"T-bolt, don‘t get killed",Non-Toxic
defend there object,Non-Toxic
Im Spotted at G5!,Non-Toxic
Im Spotted at G5!,Non-Toxic
Im Spotted at G1!,Non-Toxic
spotter,Non-Toxic
they just love giving up HP to the TD on the hill from this side XD,Non-Toxic
come on obj just fall back,Non-Toxic
Im Spotted at D6!,Non-Toxic
Im Spotted at C7!,Non-Toxic
Im Spotted at A4!,Non-Toxic
"rifis[HELA1] (Rinoceronte), you‘re blocking my line of fire!",Non-Toxic
sry they had better team,Non-Toxic
Im Spotted at D8!,Non-Toxic
told you to go defend,Non-Toxic
?,Non-Toxic
explain?,Non-Toxic
there is no ban for it,Non-Toxic
"sorry, it s acciaent",Non-Toxic
"sleep some mate, its late",Non-Toxic
wrong arty mate lol,Non-Toxic
dez i will find u... and wont kill u,Non-Toxic
you wish,Non-Toxic
all report him,Non-Toxic
mistakes arent punished that much,Non-Toxic
im only waitin for replay,Non-Toxic
what you mean mistakes?,Non-Toxic
"hori, info ?",Non-Toxic
"well, i suppose they didnt want to stun you...",Non-Toxic
arty did ?,Non-Toxic
check replay,Non-Toxic
i thought you were the one fighting JGP E100,Non-Toxic
teamplayer,Non-Toxic
*team member ;),Non-Toxic
skill issue,Non-Toxic
oh well good draw at least,Non-Toxic
"sorry, i don‘t see, before, after chat trol",Non-Toxic
:(,Non-Toxic
report 140,Non-Toxic
OMG 2 heavy TD want to camp,Non-Toxic
heavies alone in the city and they fail... gg,Non-Toxic
GJ T 95 and Tort - camp till game is over,Non-Toxic
good game,Non-Toxic
istead of pushing together tort &amp; t95 decided they‘re on su130,Non-Toxic
haha,Non-Toxic
gj elc,Non-Toxic
ELC well done,Non-Toxic
Why ELC???,Non-Toxic
"needed some dmg for mission, it is won",Non-Toxic
well *** ELC,Non-Toxic
sometimes you need to be slefish,Non-Toxic
lock at that T 95,Non-Toxic
pointing the other way toertoise go,Non-Toxic
go,Non-Toxic
no ammo,Non-Toxic
m44 cap pls,Non-Toxic
gg,Non-Toxic
"no ammo,",Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
please also somne heavies on west,Non-Toxic
no spot :(,Non-Toxic
"yoLukeee (Lansen C), you are blocking my target!",Non-Toxic
arty ???,Non-Toxic
"MrWatutin[9-LEG] (Obj. 416), you‘re blocking my line of fire!",Non-Toxic
boom,Non-Toxic
zweiter boom,Non-Toxic
gg,Non-Toxic
"ска, сел на картонную пт - даешь химки...",Non-Toxic
гору берём,Non-Toxic
победа наша,Non-Toxic
говно,Non-Toxic
крутаяи арта,Non-Toxic
не вляющая,Non-Toxic
я в шоке,Non-Toxic
z:),Non-Toxic
gg,Non-Toxic
afk,Non-Toxic
nice,Non-Toxic
4 min,Non-Toxic
go arty,Non-Toxic
2 min,Non-Toxic
go afk,Non-Toxic
nice,Non-Toxic
257 pls go and delete this game u ape,Non-Toxic
gg,Non-Toxic
kv 2 is critical,Non-Toxic
ji ro go there,Non-Toxic
other ji ro try hill,Non-Toxic
schade,Non-Toxic
go arty,Non-Toxic
will do,Non-Toxic
